,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
2088104,SD,SD: Turner County (46125),137.8,247.2,186.0,52,Mortality,20785.0,All Races,Male,All Cancer Sites Combined,2012-2016,186.8,328.1,250.2
2088992,SD,SD: Union County (46127),124.9,205.9,161.5,70,Mortality,37538.0,All Races,Male,All Cancer Sites Combined,2012-2016,145.4,235.6,186.5
2090330,SD,SD: Walworth County (46129),139.2,274.7,197.3,42,Mortality,13548.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.4,419.0,310.0
2091218,SD,SD: Yankton County (46135),140.6,204.5,170.2,121,Mortality,58804.0,All Races,Male,All Cancer Sites Combined,2012-2016,170.7,245.9,205.8
2092106,SD,SD: Ziebach County (46137),~,~,~,~,Mortality,7078.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2092994,TN,TN: Anderson County (47001),190.8,229.0,209.2,498,Mortality,182807.0,All Races,Male,All Cancer Sites Combined,2012-2016,249.0,297.4,272.4
2093882,TN,TN: Bedford County (47003),210.4,271.2,239.4,269,Mortality,113830.0,All Races,Male,All Cancer Sites Combined,2012-2016,208.9,266.3,236.3
2094770,TN,TN: Benton County (47005),254.8,350.7,299.6,171,Mortality,39933.0,All Races,Male,All Cancer Sites Combined,2012-2016,366.4,497.4,428.2
2095658,TN,TN: Bledsoe County (47007),175.0,269.1,218.1,99,Mortality,40459.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.9,297.9,244.7
2096546,TN,TN: Blount County (47009),200.9,231.5,215.7,825,Mortality,305519.0,All Races,Male,All Cancer Sites Combined,2012-2016,251.9,289.1,270.0
2097434,TN,TN: Bradley County (47011),206.3,243.6,224.4,606,Mortality,250022.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.5,262.5,242.4
2098322,TN,TN: Campbell County (47013),238.4,296.5,266.1,356,Mortality,97627.0,All Races,Male,All Cancer Sites Combined,2012-2016,327.8,404.6,364.7
2099210,TN,TN: Cannon County (47015),191.0,292.5,237.5,97,Mortality,34101.0,All Races,Male,All Cancer Sites Combined,2012-2016,230.7,347.0,284.4
2100098,TN,TN: Carroll County (47017),263.7,340.3,300.0,260,Mortality,68811.0,All Races,Male,All Cancer Sites Combined,2012-2016,333.3,426.7,377.8
2100986,TN,TN: Carter County (47019),184.4,226.8,204.7,389,Mortality,138773.0,All Races,Male,All Cancer Sites Combined,2012-2016,253.1,309.6,280.3
2101874,TN,TN: Cheatham County (47021),255.5,333.3,292.6,269,Mortality,98287.0,All Races,Male,All Cancer Sites Combined,2012-2016,242.0,308.4,273.7
2102762,TN,TN: Chester County (47023),198.6,294.2,242.8,110,Mortality,41075.0,All Races,Male,All Cancer Sites Combined,2012-2016,220.1,322.8,267.8
2103650,TN,TN: Claiborne County (47025),256.1,330.0,291.2,274,Mortality,77077.0,All Races,Male,All Cancer Sites Combined,2012-2016,314.6,400.2,355.5
2104538,TN,TN: Clay County (47027),196.8,322.7,253.0,74,Mortality,18936.0,All Races,Male,All Cancer Sites Combined,2012-2016,306.9,490.6,390.8
2105426,TN,TN: Cocke County (47029),255.9,322.6,287.7,328,Mortality,85142.0,All Races,Male,All Cancer Sites Combined,2012-2016,344.7,429.3,385.2
2106314,TN,TN: Coffee County (47031),220.3,272.2,245.1,367,Mortality,130937.0,All Races,Male,All Cancer Sites Combined,2012-2016,252.3,310.5,280.3
2107202,TN,TN: Crockett County (47033),162.4,255.8,205.0,83,Mortality,34747.0,All Races,Male,All Cancer Sites Combined,2012-2016,190.3,296.1,238.9
2108090,TN,TN: Cumberland County (47035),193.2,232.2,211.9,531,Mortality,140545.0,All Races,Male,All Cancer Sites Combined,2012-2016,346.4,411.4,377.8
2108978,TN,TN: Davidson County (47037),218.8,235.9,227.3,3013,Mortality,1615714.0,All Races,Male,All Cancer Sites Combined,2012-2016,179.9,193.3,186.5
2109866,TN,TN: DeKalb County (47041),193.6,281.5,234.4,127,Mortality,47544.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.7,317.8,267.1
2110754,TN,TN: Decatur County (47039),213.9,317.4,261.3,111,Mortality,28767.0,All Races,Male,All Cancer Sites Combined,2012-2016,317.4,464.7,385.9
2111642,TN,TN: Dickson County (47043),220.3,277.7,247.8,323,Mortality,124744.0,All Races,Male,All Cancer Sites Combined,2012-2016,231.5,288.8,258.9
2112530,TN,TN: Dyer County (47045),236.1,303.5,268.2,269,Mortality,91397.0,All Races,Male,All Cancer Sites Combined,2012-2016,260.2,331.7,294.3
2113418,TN,TN: Fayette County (47047),163.0,214.2,187.1,239,Mortality,96425.0,All Races,Male,All Cancer Sites Combined,2012-2016,217.4,281.4,247.9
2114306,TN,TN: Fentress County (47049),259.9,362.3,307.8,167,Mortality,43832.0,All Races,Male,All Cancer Sites Combined,2012-2016,325.4,443.4,381.0
2115194,TN,TN: Franklin County (47051),216.3,273.2,243.4,312,Mortality,100413.0,All Races,Male,All Cancer Sites Combined,2012-2016,277.2,347.2,310.7
2116082,TN,TN: Gibson County (47053),200.7,252.8,225.6,308,Mortality,117919.0,All Races,Male,All Cancer Sites Combined,2012-2016,232.8,292.1,261.2
2116970,TN,TN: Giles County (47055),213.6,281.9,245.8,226,Mortality,70322.0,All Races,Male,All Cancer Sites Combined,2012-2016,280.8,366.1,321.4
2117858,TN,TN: Grainger County (47057),223.3,302.9,260.6,194,Mortality,57307.0,All Races,Male,All Cancer Sites Combined,2012-2016,292.6,389.7,338.5
2118746,TN,TN: Greene County (47059),202.6,243.5,222.3,503,Mortality,168416.0,All Races,Male,All Cancer Sites Combined,2012-2016,273.1,325.9,298.7
2119634,TN,TN: Grundy County (47061),226.2,336.9,277.3,112,Mortality,33191.0,All Races,Male,All Cancer Sites Combined,2012-2016,277.8,406.0,337.4
2120522,TN,TN: Hamblen County (47063),209.1,256.0,231.6,408,Mortality,153964.0,All Races,Male,All Cancer Sites Combined,2012-2016,239.9,292.0,265.0
2121410,TN,TN: Hamilton County (47065),202.3,221.6,211.8,1983,Mortality,847066.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.9,244.6,234.1
2122298,TN,TN: Hancock County (47067),180.9,325.9,244.8,54,Mortality,16385.0,All Races,Male,All Cancer Sites Combined,2012-2016,247.6,430.0,329.6
2123186,TN,TN: Hardeman County (47069),210.5,286.1,246.1,183,Mortality,70877.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.1,298.4,258.2
2124074,TN,TN: Hardin County (47071),218.6,288.4,251.5,230,Mortality,62793.0,All Races,Male,All Cancer Sites Combined,2012-2016,320.5,416.8,366.3
2124962,TN,TN: Hawkins County (47073),239.8,290.9,264.3,461,Mortality,138158.0,All Races,Male,All Cancer Sites Combined,2012-2016,303.9,365.6,333.7
2125850,TN,TN: Haywood County (47075),193.0,284.7,235.4,117,Mortality,42284.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.8,331.6,276.7
2126738,TN,TN: Henderson County (47077),219.7,294.6,255.0,200,Mortality,67695.0,All Races,Male,All Cancer Sites Combined,2012-2016,255.9,339.3,295.4
2127626,TN,TN: Henry County (47079),218.2,280.0,247.5,277,Mortality,78000.0,All Races,Male,All Cancer Sites Combined,2012-2016,314.5,399.5,355.1
2128514,TN,TN: Hickman County (47081),185.8,259.5,220.3,155,Mortality,63904.0,All Races,Male,All Cancer Sites Combined,2012-2016,205.9,283.9,242.6
2129402,TN,TN: Houston County (47083),186.4,312.8,243.0,66,Mortality,20223.0,All Races,Male,All Cancer Sites Combined,2012-2016,252.4,415.2,326.4
2130290,TN,TN: Humphreys County (47085),186.5,265.4,223.1,139,Mortality,45038.0,All Races,Male,All Cancer Sites Combined,2012-2016,259.5,364.4,308.6
2131178,TN,TN: Jackson County (47087),174.4,273.6,219.3,92,Mortality,28896.0,All Races,Male,All Cancer Sites Combined,2012-2016,256.7,390.5,318.4
2132066,TN,TN: Jefferson County (47089),193.5,241.0,216.2,360,Mortality,129297.0,All Races,Male,All Cancer Sites Combined,2012-2016,250.4,308.7,278.4
2132954,TN,TN: Johnson County (47091),252.1,343.4,294.9,181,Mortality,48193.0,All Races,Male,All Cancer Sites Combined,2012-2016,322.8,434.5,375.6
2133842,TN,TN: Knox County (47093),203.8,221.6,212.6,2331,Mortality,1088969.0,All Races,Male,All Cancer Sites Combined,2012-2016,205.5,222.9,214.1
2134730,TN,TN: Lake County (47095),190.4,353.6,263.1,50,Mortality,24368.0,All Races,Male,All Cancer Sites Combined,2012-2016,152.3,270.5,205.2
2135618,TN,TN: Lauderdale County (47097),216.6,297.7,254.8,173,Mortality,70030.0,All Races,Male,All Cancer Sites Combined,2012-2016,211.6,286.7,247.0
2136506,TN,TN: Lawrence County (47099),218.3,276.4,246.0,302,Mortality,103430.0,All Races,Male,All Cancer Sites Combined,2012-2016,260.0,326.8,292.0
2137394,TN,TN: Lewis County (47101),184.5,289.8,232.4,87,Mortality,29130.0,All Races,Male,All Cancer Sites Combined,2012-2016,239.2,368.4,298.7
2138282,TN,TN: Lincoln County (47103),203.1,267.3,233.5,229,Mortality,81888.0,All Races,Male,All Cancer Sites Combined,2012-2016,244.6,318.3,279.7
2139170,TN,TN: Loudon County (47105),203.4,249.1,225.3,431,Mortality,123760.0,All Races,Male,All Cancer Sites Combined,2012-2016,316.1,382.7,348.3
2140058,TN,TN: Macon County (47111),245.6,337.4,288.8,175,Mortality,55762.0,All Races,Male,All Cancer Sites Combined,2012-2016,269.1,363.9,313.8
2140946,TN,TN: Madison County (47113),218.1,258.2,237.5,586,Mortality,232019.0,All Races,Male,All Cancer Sites Combined,2012-2016,232.5,273.9,252.6
2141834,TN,TN: Marion County (47115),247.1,322.1,282.6,252,Mortality,69345.0,All Races,Male,All Cancer Sites Combined,2012-2016,319.9,411.1,363.4
2142722,TN,TN: Marshall County (47117),204.5,275.4,238.0,198,Mortality,76915.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.8,295.9,257.4
2143610,TN,TN: Maury County (47119),213.9,256.9,234.6,516,Mortality,206074.0,All Races,Male,All Cancer Sites Combined,2012-2016,229.3,273.0,250.4
2144498,TN,TN: McMinn County (47107),202.6,250.8,225.7,371,Mortality,127811.0,All Races,Male,All Cancer Sites Combined,2012-2016,261.5,321.4,290.3
2145386,TN,TN: McNairy County (47109),228.9,303.2,264.0,218,Mortality,63686.0,All Races,Male,All Cancer Sites Combined,2012-2016,298.4,390.9,342.3
2146274,TN,TN: Meigs County (47121),215.3,330.6,268.1,104,Mortality,29354.0,All Races,Male,All Cancer Sites Combined,2012-2016,289.5,429.3,354.3
2147162,TN,TN: Monroe County (47123),212.7,267.6,238.9,336,Mortality,112732.0,All Races,Male,All Cancer Sites Combined,2012-2016,267.0,331.7,298.1
2148050,TN,TN: Montgomery County (47125),205.1,241.4,222.8,658,Mortality,471617.0,All Races,Male,All Cancer Sites Combined,2012-2016,129.1,150.6,139.5
2148938,TN,TN: Moore County (47127),96.8,204.7,142.1,33,Mortality,15555.0,All Races,Male,All Cancer Sites Combined,2012-2016,146.0,297.9,212.2
2149826,TN,TN: Morgan County (47129),202.9,283.9,240.8,159,Mortality,59500.0,All Races,Male,All Cancer Sites Combined,2012-2016,227.3,312.1,267.2
2150714,TN,TN: Obion County (47131),237.8,307.5,270.8,261,Mortality,74676.0,All Races,Male,All Cancer Sites Combined,2012-2016,308.4,394.6,349.5
2151602,TN,TN: Overton County (47133),246.7,331.5,286.5,198,Mortality,54257.0,All Races,Male,All Cancer Sites Combined,2012-2016,315.9,419.5,364.9
2152490,TN,TN: Perry County (47135),201.2,332.2,260.0,71,Mortality,19841.0,All Races,Male,All Cancer Sites Combined,2012-2016,279.5,451.4,357.8
2153378,TN,TN: Pickett County (47137),155.2,292.5,213.5,47,Mortality,12610.0,All Races,Male,All Cancer Sites Combined,2012-2016,273.9,495.6,372.7
2154266,TN,TN: Polk County (47139),196.1,283.5,236.5,133,Mortality,41455.0,All Races,Male,All Cancer Sites Combined,2012-2016,268.6,380.2,320.8
2155154,TN,TN: Putnam County (47141),237.7,284.7,260.4,504,Mortality,185221.0,All Races,Male,All Cancer Sites Combined,2012-2016,248.9,296.9,272.1
2156042,TN,TN: Rhea County (47143),223.0,289.8,254.7,248,Mortality,79662.0,All Races,Male,All Cancer Sites Combined,2012-2016,273.8,352.6,311.3
2156930,TN,TN: Roane County (47145),199.1,243.4,220.2,422,Mortality,129847.0,All Races,Male,All Cancer Sites Combined,2012-2016,294.7,357.5,325.0
2157818,TN,TN: Robertson County (47147),201.8,251.1,225.5,372,Mortality,167064.0,All Races,Male,All Cancer Sites Combined,2012-2016,200.6,246.5,222.7
2158706,TN,TN: Rutherford County (47149),194.1,221.3,207.4,1050,Mortality,714429.0,All Races,Male,All Cancer Sites Combined,2012-2016,138.2,156.1,147.0
2159594,TN,TN: Scott County (47151),240.6,330.8,283.0,170,Mortality,54113.0,All Races,Male,All Cancer Sites Combined,2012-2016,268.7,365.1,314.2
2160482,TN,TN: Sequatchie County (47153),211.6,315.4,259.5,114,Mortality,35884.0,All Races,Male,All Cancer Sites Combined,2012-2016,262.1,381.6,317.7
2161370,TN,TN: Sevier County (47155),214.7,252.9,233.2,644,Mortality,231450.0,All Races,Male,All Cancer Sites Combined,2012-2016,257.2,300.6,278.2
2162258,TN,TN: Shelby County (47157),231.8,246.5,239.1,4558,Mortality,2237027.0,All Races,Male,All Cancer Sites Combined,2012-2016,197.9,209.8,203.8
2163146,TN,TN: Smith County (47159),214.0,310.9,259.1,133,Mortality,47490.0,All Races,Male,All Cancer Sites Combined,2012-2016,234.5,331.9,280.1
2164034,TN,TN: Stewart County (47161),208.3,309.3,254.7,112,Mortality,33065.0,All Races,Male,All Cancer Sites Combined,2012-2016,278.9,407.6,338.7
2164922,TN,TN: Sullivan County (47163),203.7,230.0,216.5,1121,Mortality,379105.0,All Races,Male,All Cancer Sites Combined,2012-2016,278.6,313.5,295.7
2165810,TN,TN: Sumner County (47165),186.4,214.6,200.2,858,Mortality,420897.0,All Races,Male,All Cancer Sites Combined,2012-2016,190.4,218.0,203.9
2166698,TN,TN: Tipton County (47167),240.6,297.8,268.1,384,Mortality,151425.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.9,280.3,253.6
2167586,TN,TN: Trousdale County (47169),240.2,404.5,314.6,67,Mortality,21211.0,All Races,Male,All Cancer Sites Combined,2012-2016,244.8,401.1,315.9
2168474,TN,TN: Unicoi County (47171),195.7,274.0,232.0,153,Mortality,44026.0,All Races,Male,All Cancer Sites Combined,2012-2016,294.6,407.2,347.5
2169362,TN,TN: Union County (47173),211.9,306.3,255.8,136,Mortality,47365.0,All Races,Male,All Cancer Sites Combined,2012-2016,240.9,339.6,287.1
2170700,TN,TN: Van Buren County (47175),152.6,297.2,215.0,44,Mortality,14118.0,All Races,Male,All Cancer Sites Combined,2012-2016,226.5,418.4,311.7
2171588,TN,TN: Warren County (47177),196.5,254.2,223.9,254,Mortality,98538.0,All Races,Male,All Cancer Sites Combined,2012-2016,227.0,291.5,257.8
2172476,TN,TN: Washington County (47179),200.8,232.5,216.1,772,Mortality,307522.0,All Races,Male,All Cancer Sites Combined,2012-2016,233.6,269.4,251.0
2173364,TN,TN: Wayne County (47181),217.8,309.8,260.6,136,Mortality,46272.0,All Races,Male,All Cancer Sites Combined,2012-2016,246.6,347.7,293.9
2174252,TN,TN: Weakley County (47183),206.6,271.2,237.1,225,Mortality,83099.0,All Races,Male,All Cancer Sites Combined,2012-2016,236.5,308.5,270.8
2175140,TN,TN: White County (47185),239.5,314.8,275.1,226,Mortality,64199.0,All Races,Male,All Cancer Sites Combined,2012-2016,307.6,401.0,352.0
2176028,TN,TN: Williamson County (47187),139.0,163.9,151.1,652,Mortality,502809.0,All Races,Male,All Cancer Sites Combined,2012-2016,119.9,140.0,129.7
2176916,TN,TN: Wilson County (47189),181.2,215.0,197.6,614,Mortality,307306.0,All Races,Male,All Cancer Sites Combined,2012-2016,184.3,216.2,199.8
2177804,TX,TX: Anderson County (48001),306.9,365.5,335.2,567,Mortality,176226.0,All Races,Male,All Cancer Sites Combined,2012-2016,295.8,349.4,321.7
2178692,TX,TX: Andrews County (48003),169.5,275.0,217.9,73,Mortality,44050.0,All Races,Male,All Cancer Sites Combined,2012-2016,129.9,208.4,165.7
2179580,TX,TX: Angelina County (48005),197.8,237.5,217.0,486,Mortality,214097.0,All Races,Male,All Cancer Sites Combined,2012-2016,207.3,248.1,227.0
2180468,TX,TX: Aransas County (48007),200.9,264.0,230.5,242,Mortality,60655.0,All Races,Male,All Cancer Sites Combined,2012-2016,350.3,452.5,399.0
2181356,TX,TX: Archer County (48009),164.4,278.4,215.2,63,Mortality,21974.0,All Races,Male,All Cancer Sites Combined,2012-2016,220.3,366.8,286.7
2182244,TX,TX: Armstrong County (48011),191.7,500.1,315.5,+,Mortality,4685.0,All Races,Male,All Cancer Sites Combined,2012-2016,277.5,685.2,448.2
2183132,TX,TX: Atascosa County (48013),177.0,230.0,202.2,242,Mortality,118233.0,All Races,Male,All Cancer Sites Combined,2012-2016,179.7,232.2,204.7
2184020,TX,TX: Austin County (48015),164.1,226.3,193.2,167,Mortality,71873.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.4,270.4,232.4
2184908,TX,TX: Bailey County (48017),83.2,194.8,130.4,24,Mortality,18034.0,All Races,Male,All Cancer Sites Combined,2012-2016,85.3,198.0,133.1
2185796,TX,TX: Bandera County (48019),147.2,209.4,175.8,153,Mortality,51897.0,All Races,Male,All Cancer Sites Combined,2012-2016,250.0,345.4,294.8
2186684,TX,TX: Bastrop County (48021),204.7,250.3,226.7,442,Mortality,199523.0,All Races,Male,All Cancer Sites Combined,2012-2016,201.4,243.2,221.5
2187572,TX,TX: Baylor County (48023),146.7,311.1,214.8,32,Mortality,8783.0,All Races,Male,All Cancer Sites Combined,2012-2016,249.2,514.3,364.3
2188460,TX,TX: Bee County (48025),134.4,197.3,163.8,118,Mortality,98452.0,All Races,Male,All Cancer Sites Combined,2012-2016,99.2,143.5,119.9
2189348,TX,TX: Bell County (48027),204.5,229.3,216.7,1273,Mortality,830925.0,All Races,Male,All Cancer Sites Combined,2012-2016,144.9,161.9,153.2
2190236,TX,TX: Bexar County (48029),179.4,188.5,183.9,6707,Mortality,4573988.0,All Races,Male,All Cancer Sites Combined,2012-2016,143.1,150.2,146.6
2191124,TX,TX: Blanco County (48031),124.5,211.7,163.1,68,Mortality,27362.0,All Races,Male,All Cancer Sites Combined,2012-2016,193.0,315.1,248.5
2192012,TX,TX: Borden County (48033),~,~,~,~,Mortality,1716.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2192900,TX,TX: Bosque County (48035),184.5,258.1,218.5,157,Mortality,44291.0,All Races,Male,All Cancer Sites Combined,2012-2016,301.2,414.5,354.5
2193788,TX,TX: Bowie County (48037),217.0,256.5,236.1,586,Mortality,235795.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.8,269.5,248.5
2194676,TX,TX: Brazoria County (48039),191.5,214.0,202.5,1414,Mortality,857109.0,All Races,Male,All Cancer Sites Combined,2012-2016,156.5,173.8,165.0
2195564,TX,TX: Brazos County (48041),159.7,190.1,174.4,549,Mortality,530945.0,All Races,Male,All Cancer Sites Combined,2012-2016,94.9,112.4,103.4
2196452,TX,TX: Brewster County (48043),108.6,210.3,153.0,44,Mortality,23136.0,All Races,Male,All Cancer Sites Combined,2012-2016,138.2,255.3,190.2
2197340,TX,TX: Briscoe County (48045),~,~,~,~,Mortality,3755.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2198228,TX,TX: Brooks County (48047),172.9,312.4,234.8,49,Mortality,18238.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.8,355.2,268.7
2199116,TX,TX: Brown County (48049),210.4,268.1,237.8,283,Mortality,93514.0,All Races,Male,All Cancer Sites Combined,2012-2016,268.4,340.0,302.6
2200004,TX,TX: Burleson County (48051),186.2,265.2,222.8,135,Mortality,43360.0,All Races,Male,All Cancer Sites Combined,2012-2016,261.0,368.5,311.3
2200892,TX,TX: Burnet County (48053),181.3,228.3,203.7,322,Mortality,108575.0,All Races,Male,All Cancer Sites Combined,2012-2016,265.1,330.8,296.6
2201780,TX,TX: Caldwell County (48055),183.1,245.7,212.7,197,Mortality,100025.0,All Races,Male,All Cancer Sites Combined,2012-2016,170.4,226.5,197.0
2202668,TX,TX: Calhoun County (48057),183.1,257.9,218.0,142,Mortality,55546.0,All Races,Male,All Cancer Sites Combined,2012-2016,215.3,301.3,255.6
2203556,TX,TX: Callahan County (48059),185.6,277.9,227.9,105,Mortality,33314.0,All Races,Male,All Cancer Sites Combined,2012-2016,257.8,381.5,315.2
2204444,TX,TX: Cameron County (48061),145.3,161.9,153.4,1346,Mortality,1012084.0,All Races,Male,All Cancer Sites Combined,2012-2016,126.0,140.3,133.0
2205332,TX,TX: Camp County (48063),184.2,288.7,231.9,85,Mortality,30483.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.7,344.8,278.8
2206220,TX,TX: Carson County (48065),122.2,248.4,176.3,35,Mortality,15079.0,All Races,Male,All Cancer Sites Combined,2012-2016,161.7,322.8,232.1
2207108,TX,TX: Cass County (48067),201.2,262.5,230.1,240,Mortality,72932.0,All Races,Male,All Cancer Sites Combined,2012-2016,288.8,373.4,329.1
2207996,TX,TX: Castro County (48069),140.9,261.4,194.1,45,Mortality,20290.0,All Races,Male,All Cancer Sites Combined,2012-2016,161.8,296.8,221.8
