,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
2268331,TX,TX: Hartley County (48205),69.4,194.9,119.8,18,Mortality,11526.0,All Races,Female,All Cancer Sites Combined,2012-2016,92.6,246.8,156.2
2269219,TX,TX: Haskell County (48207),107.8,226.5,157.5,37,Mortality,13632.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.1,374.1,271.4
2270107,TX,TX: Hays County (48209),111.6,133.9,122.4,500,Mortality,466447.0,All Races,Female,All Cancer Sites Combined,2012-2016,98.0,117.0,107.2
2270995,TX,TX: Hemphill County (48211),~,~,~,~,Mortality,10305.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2271883,TX,TX: Henderson County (48213),138.1,167.2,152.1,476,Mortality,202779.0,All Races,Female,All Cancer Sites Combined,2012-2016,214.1,256.8,234.7
2272771,TX,TX: Hidalgo County (48215),94.1,103.2,98.6,1845,Mortality,2122248.0,All Races,Female,All Cancer Sites Combined,2012-2016,83.0,91.0,86.9
2273659,TX,TX: Hill County (48217),114.1,155.9,133.6,181,Mortality,88534.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.7,236.5,204.4
2274547,TX,TX: Hockley County (48219),102.6,159.9,128.8,85,Mortality,58635.0,All Races,Female,All Cancer Sites Combined,2012-2016,115.8,179.3,145.0
2275435,TX,TX: Hood County (48221),113.4,144.6,128.2,309,Mortality,137930.0,All Races,Female,All Cancer Sites Combined,2012-2016,199.7,250.5,224.0
2276323,TX,TX: Hopkins County (48223),126.7,170.9,147.4,187,Mortality,90433.0,All Races,Female,All Cancer Sites Combined,2012-2016,178.2,238.6,206.8
2277211,TX,TX: Houston County (48225),112.8,166.4,137.3,125,Mortality,53348.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.0,279.2,234.3
2278099,TX,TX: Howard County (48227),128.4,181.5,153.2,140,Mortality,78194.0,All Races,Female,All Cancer Sites Combined,2012-2016,150.6,211.3,179.0
2278987,TX,TX: Hudspeth County (48229),~,~,~,~,Mortality,8607.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2279875,TX,TX: Hunt County (48231),137.8,167.7,152.2,427,Mortality,225247.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.0,208.4,189.6
2280763,TX,TX: Hutchinson County (48233),145.2,212.5,176.4,118,Mortality,54474.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.3,259.4,216.6
2281651,TX,TX: Irion County (48235),~,~,~,~,Mortality,3845.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2282539,TX,TX: Jack County (48237),83.7,173.0,121.6,34,Mortality,19602.0,All Races,Female,All Cancer Sites Combined,2012-2016,120.1,242.4,173.5
2283427,TX,TX: Jackson County (48239),111.3,182.8,143.5,72,Mortality,37023.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.2,244.9,194.5
2284315,TX,TX: Jasper County (48241),122.8,167.0,143.5,182,Mortality,89923.0,All Races,Female,All Cancer Sites Combined,2012-2016,174.1,234.0,202.4
2285203,TX,TX: Jeff Davis County (48243),~,~,~,~,Mortality,5489.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2286091,TX,TX: Jefferson County (48245),136.5,154.0,145.0,1125,Mortality,619649.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.1,192.5,181.6
2286979,TX,TX: Jim Hogg County (48247),106.5,250.6,167.2,26,Mortality,13139.0,All Races,Female,All Cancer Sites Combined,2012-2016,129.3,289.9,197.9
2287867,TX,TX: Jim Wells County (48249),109.6,151.5,129.2,158,Mortality,105196.0,All Races,Female,All Cancer Sites Combined,2012-2016,127.7,175.5,150.2
2288755,TX,TX: Johnson County (48251),142.7,166.5,154.2,683,Mortality,394167.0,All Races,Female,All Cancer Sites Combined,2012-2016,160.5,186.8,173.3
2289643,TX,TX: Jones County (48253),97.2,160.7,125.5,71,Mortality,37126.0,All Races,Female,All Cancer Sites Combined,2012-2016,149.4,241.2,191.2
2290531,TX,TX: Karnes County (48255),101.2,176.0,134.4,60,Mortality,30892.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.2,250.0,194.2
2291419,TX,TX: Kaufman County (48257),133.0,161.6,146.8,431,Mortality,283716.0,All Races,Female,All Cancer Sites Combined,2012-2016,137.9,167.0,151.9
2292307,TX,TX: Kendall County (48259),95.6,132.6,112.8,165,Mortality,98924.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.3,194.3,166.8
2293195,TX,TX: Kenedy County (48261),~,~,~,~,Mortality,1073.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2294083,TX,TX: Kent County (48263),~,~,~,~,Mortality,1973.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2294971,TX,TX: Kerr County (48265),112.1,141.0,125.7,337,Mortality,130115.0,All Races,Female,All Cancer Sites Combined,2012-2016,232.1,288.2,259.0
2295859,TX,TX: Kimble County (48267),57.0,152.0,92.4,22,Mortality,11292.0,All Races,Female,All Cancer Sites Combined,2012-2016,122.1,295.0,194.8
2296747,TX,TX: King County (48269),~,~,~,~,Mortality,711.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2297635,TX,TX: Kinney County (48271),78.9,243.4,142.5,19,Mortality,8084.0,All Races,Female,All Cancer Sites Combined,2012-2016,141.5,367.0,235.0
2298523,TX,TX: Kleberg County (48273),130.4,187.1,156.8,129,Mortality,77635.0,All Races,Female,All Cancer Sites Combined,2012-2016,138.7,197.4,166.2
2299411,TX,TX: Knox County (48275),145.5,320.9,219.1,32,Mortality,9483.0,All Races,Female,All Cancer Sites Combined,2012-2016,230.8,476.4,337.4
2300299,TX,TX: La Salle County (48283),~,~,~,~,Mortality,15224.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2301187,TX,TX: Lamar County (48277),138.0,176.0,156.0,287,Mortality,127965.0,All Races,Female,All Cancer Sites Combined,2012-2016,199.1,251.8,224.3
2302075,TX,TX: Lamb County (48279),100.3,172.9,132.7,60,Mortality,33959.0,All Races,Female,All Cancer Sites Combined,2012-2016,134.8,227.4,176.7
2302963,TX,TX: Lampasas County (48281),124.2,185.7,152.4,108,Mortality,51457.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.2,253.4,209.9
2303851,TX,TX: Lavaca County (48285),104.0,156.8,128.0,117,Mortality,50603.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.2,277.1,231.2
2304739,TX,TX: Lee County (48287),101.8,165.0,130.3,75,Mortality,41540.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.0,226.3,180.5
2305627,TX,TX: Leon County (48289),135.9,204.0,166.9,111,Mortality,42194.0,All Races,Female,All Cancer Sites Combined,2012-2016,216.4,316.8,263.1
2306515,TX,TX: Liberty County (48291),140.0,174.4,156.5,340,Mortality,198777.0,All Races,Female,All Cancer Sites Combined,2012-2016,153.3,190.2,171.0
2307403,TX,TX: Limestone County (48293),125.4,181.2,151.1,128,Mortality,56915.0,All Races,Female,All Cancer Sites Combined,2012-2016,187.6,267.4,224.9
2308291,TX,TX: Lipscomb County (48295),~,~,~,~,Mortality,8477.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2309179,TX,TX: Live Oak County (48297),83.5,151.4,112.9,51,Mortality,27371.0,All Races,Female,All Cancer Sites Combined,2012-2016,138.7,245.0,186.3
2310067,TX,TX: Llano County (48299),109.2,158.7,131.4,160,Mortality,51180.0,All Races,Female,All Cancer Sites Combined,2012-2016,266.1,365.0,312.6
2310955,TX,TX: Loving County (48301),~,~,~,~,Mortality,218.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2311843,TX,TX: Lubbock County (48303),114.2,130.0,121.9,951,Mortality,744469.0,All Races,Female,All Cancer Sites Combined,2012-2016,119.8,136.1,127.7
2312731,TX,TX: Lynn County (48305),73.2,178.8,116.5,23,Mortality,14264.0,All Races,Female,All Cancer Sites Combined,2012-2016,102.2,241.9,161.2
2313619,TX,TX: Madison County (48313),86.4,160.9,119.1,47,Mortality,29379.0,All Races,Female,All Cancer Sites Combined,2012-2016,117.5,212.7,160.0
2314507,TX,TX: Marion County (48315),128.0,210.7,164.5,74,Mortality,26113.0,All Races,Female,All Cancer Sites Combined,2012-2016,222.5,355.8,283.4
2315395,TX,TX: Martin County (48317),~,~,~,~,Mortality,13327.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2316283,TX,TX: Mason County (48319),79.4,202.3,127.1,26,Mortality,10170.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.0,374.6,255.7
2317171,TX,TX: Matagorda County (48321),128.0,174.3,149.7,177,Mortality,91656.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.7,223.8,193.1
2318059,TX,TX: Maverick County (48323),104.1,141.8,121.9,169,Mortality,143621.0,All Races,Female,All Cancer Sites Combined,2012-2016,100.6,136.8,117.7
2318947,TX,TX: McCulloch County (48307),125.7,221.0,167.3,57,Mortality,20521.0,All Races,Female,All Cancer Sites Combined,2012-2016,210.4,359.9,277.8
2319835,TX,TX: McLennan County (48309),124.6,141.9,133.0,968,Mortality,623207.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.7,165.4,155.3
2320723,TX,TX: McMullen County (48311),~,~,~,~,Mortality,1853.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2321611,TX,TX: Medina County (48325),106.4,144.1,124.1,183,Mortality,115565.0,All Races,Female,All Cancer Sites Combined,2012-2016,136.2,183.0,158.4
2322499,TX,TX: Menard County (48327),83.7,263.1,146.3,+,Mortality,5366.0,All Races,Female,All Cancer Sites Combined,2012-2016,184.6,507.2,316.8
2323387,TX,TX: Midland County (48329),124.4,148.3,136.0,530,Mortality,390647.0,All Races,Female,All Cancer Sites Combined,2012-2016,124.4,147.7,135.7
2324275,TX,TX: Milam County (48331),132.1,185.3,156.8,151,Mortality,61634.0,All Races,Female,All Cancer Sites Combined,2012-2016,207.5,287.3,245.0
2325163,TX,TX: Mills County (48333),56.4,168.2,99.9,20,Mortality,12324.0,All Races,Female,All Cancer Sites Combined,2012-2016,99.1,250.6,162.3
2326051,TX,TX: Mitchell County (48335),134.5,251.4,185.5,47,Mortality,17764.0,All Races,Female,All Cancer Sites Combined,2012-2016,194.4,351.8,264.6
2326939,TX,TX: Montague County (48337),140.8,205.2,170.4,127,Mortality,49235.0,All Races,Female,All Cancer Sites Combined,2012-2016,215.0,306.9,257.9
2327827,TX,TX: Montgomery County (48339),126.5,139.0,132.7,1829,Mortality,1306399.0,All Races,Female,All Cancer Sites Combined,2012-2016,133.7,146.6,140.0
2328715,TX,TX: Moore County (48341),122.7,195.4,156.0,76,Mortality,53102.0,All Races,Female,All Cancer Sites Combined,2012-2016,112.8,179.1,143.1
2329603,TX,TX: Morris County (48343),123.4,198.9,157.3,81,Mortality,32685.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.8,308.0,247.8
2330491,TX,TX: Motley County (48345),~,~,~,~,Mortality,2866.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2331379,TX,TX: Nacogdoches County (48347),117.8,152.6,134.4,250,Mortality,170778.0,All Races,Female,All Cancer Sites Combined,2012-2016,128.8,165.7,146.4
2332267,TX,TX: Navarro County (48349),124.4,162.7,142.5,232,Mortality,122045.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.4,216.2,190.1
2333155,TX,TX: Newton County (48351),103.7,179.4,137.5,62,Mortality,34544.0,All Races,Female,All Cancer Sites Combined,2012-2016,137.6,230.1,179.5
2334043,TX,TX: Nolan County (48353),101.1,168.3,131.2,69,Mortality,37613.0,All Races,Female,All Cancer Sites Combined,2012-2016,142.7,232.2,183.4
2334931,TX,TX: Nueces County (48355),115.9,129.7,122.7,1275,Mortality,901872.0,All Races,Female,All Cancer Sites Combined,2012-2016,133.7,149.4,141.4
2335819,TX,TX: Ochiltree County (48357),113.7,222.4,161.6,38,Mortality,25904.0,All Races,Female,All Cancer Sites Combined,2012-2016,103.8,201.4,146.7
2336707,TX,TX: Oldham County (48359),~,~,~,~,Mortality,4995.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2337595,TX,TX: Orange County (48361),156.9,189.1,172.4,467,Mortality,210728.0,All Races,Female,All Cancer Sites Combined,2012-2016,202.0,242.7,221.6
2338483,TX,TX: Palo Pinto County (48363),119.3,169.1,142.4,142,Mortality,70942.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.6,235.9,200.2
2339371,TX,TX: Panola County (48365),111.5,165.5,136.4,110,Mortality,59929.0,All Races,Female,All Cancer Sites Combined,2012-2016,150.9,221.2,183.6
2340259,TX,TX: Parker County (48367),142.3,168.6,155.0,574,Mortality,308237.0,All Races,Female,All Cancer Sites Combined,2012-2016,171.3,202.1,186.2
2341147,TX,TX: Parmer County (48369),44.3,114.8,73.4,20,Mortality,24002.0,All Races,Female,All Cancer Sites Combined,2012-2016,50.9,128.7,83.3
2342035,TX,TX: Pecos County (48371),55.5,115.3,81.3,32,Mortality,34213.0,All Races,Female,All Cancer Sites Combined,2012-2016,64.0,132.0,93.5
2342923,TX,TX: Polk County (48373),161.6,207.2,183.2,284,Mortality,107336.0,All Races,Female,All Cancer Sites Combined,2012-2016,234.7,297.2,264.6
2343811,TX,TX: Potter County (48375),137.2,165.0,150.6,480,Mortality,295172.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.4,177.8,162.6
2344699,TX,TX: Presidio County (48377),41.3,113.5,70.0,+,Mortality,18187.0,All Races,Female,All Cancer Sites Combined,2012-2016,67.2,169.8,110.0
2345587,TX,TX: Rains County (48379),109.0,188.0,143.7,64,Mortality,27484.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.3,297.4,232.9
2346475,TX,TX: Randall County (48381),112.8,135.7,123.9,476,Mortality,327815.0,All Races,Female,All Cancer Sites Combined,2012-2016,132.5,158.9,145.2
2347363,TX,TX: Reagan County (48383),~,~,~,~,Mortality,8797.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2348251,TX,TX: Real County (48385),119.8,274.3,180.7,31,Mortality,8403.0,All Races,Female,All Cancer Sites Combined,2012-2016,250.7,523.6,368.9
2349139,TX,TX: Red River County (48387),110.5,176.8,139.9,82,Mortality,31850.0,All Races,Female,All Cancer Sites Combined,2012-2016,204.8,319.6,257.5
2350027,TX,TX: Reeves County (48389),94.6,173.9,129.5,47,Mortality,28597.0,All Races,Female,All Cancer Sites Combined,2012-2016,120.8,218.6,164.4
2350915,TX,TX: Refugio County (48391),122.0,231.9,169.7,47,Mortality,18495.0,All Races,Female,All Cancer Sites Combined,2012-2016,186.7,337.9,254.1
2351803,TX,TX: Roberts County (48393),~,~,~,~,Mortality,2264.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2352691,TX,TX: Robertson County (48395),100.5,162.7,128.5,77,Mortality,42039.0,All Races,Female,All Cancer Sites Combined,2012-2016,144.5,228.9,183.2
2353579,TX,TX: Rockwall County (48397),115.1,145.9,129.8,295,Mortality,222773.0,All Races,Female,All Cancer Sites Combined,2012-2016,117.7,148.4,132.4
2354467,TX,TX: Runnels County (48399),133.4,219.8,171.8,72,Mortality,25678.0,All Races,Female,All Cancer Sites Combined,2012-2016,219.4,353.1,280.4
2355355,TX,TX: Rusk County (48401),117.3,154.2,134.7,226,Mortality,126284.0,All Races,Female,All Cancer Sites Combined,2012-2016,156.4,203.9,179.0
2356243,TX,TX: Sabine County (48403),156.5,247.3,196.9,100,Mortality,26457.0,All Races,Female,All Cancer Sites Combined,2012-2016,307.5,459.7,378.0
2357131,TX,TX: San Augustine County (48405),121.0,209.9,159.7,65,Mortality,21786.0,All Races,Female,All Cancer Sites Combined,2012-2016,230.3,380.3,298.4
2358019,TX,TX: San Jacinto County (48407),129.3,181.8,153.7,153,Mortality,67879.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.1,264.1,225.4
2358907,TX,TX: San Patricio County (48409),142.2,179.1,159.8,305,Mortality,165983.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.7,205.6,183.8
2359795,TX,TX: San Saba County (48411),70.5,175.6,112.9,25,Mortality,13562.0,All Races,Female,All Cancer Sites Combined,2012-2016,119.3,272.1,184.3
2360683,TX,TX: Schleicher County (48413),90.4,266.6,160.1,16,Mortality,7854.0,All Races,Female,All Cancer Sites Combined,2012-2016,116.4,330.8,203.7
2361571,TX,TX: Scurry County (48415),119.9,192.6,152.9,78,Mortality,40025.0,All Races,Female,All Cancer Sites Combined,2012-2016,154.0,243.2,194.9
2362459,TX,TX: Shackelford County (48417),75.3,209.8,127.3,18,Mortality,8686.0,All Races,Female,All Cancer Sites Combined,2012-2016,122.8,327.5,207.2
2363347,TX,TX: Shelby County (48419),122.9,177.1,148.0,125,Mortality,65039.0,All Races,Female,All Cancer Sites Combined,2012-2016,160.0,229.0,192.2
2364235,TX,TX: Sherman County (48421),~,~,~,~,Mortality,7410.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2365123,TX,TX: Smith County (48423),101.6,117.4,109.3,784,Mortality,568217.0,All Races,Female,All Cancer Sites Combined,2012-2016,128.5,148.0,138.0
2366011,TX,TX: Somervell County (48425),81.2,169.2,118.8,34,Mortality,21850.0,All Races,Female,All Cancer Sites Combined,2012-2016,107.8,217.4,155.6
2366899,TX,TX: Starr County (48427),88.4,122.3,104.4,154,Mortality,161873.0,All Races,Female,All Cancer Sites Combined,2012-2016,80.7,111.4,95.1
2367787,TX,TX: Stephens County (48429),95.3,177.1,130.6,49,Mortality,22493.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.2,288.0,217.8
2368675,TX,TX: Sterling County (48431),~,~,~,~,Mortality,3157.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2369563,TX,TX: Stonewall County (48433),~,~,~,~,Mortality,3687.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2370451,TX,TX: Sutton County (48435),80.2,230.2,140.3,17,Mortality,9772.0,All Races,Female,All Cancer Sites Combined,2012-2016,101.3,278.5,174.0
2371339,TX,TX: Swisher County (48437),66.9,151.0,101.7,28,Mortality,17919.0,All Races,Female,All Cancer Sites Combined,2012-2016,103.8,225.8,156.3
2372227,TX,TX: Tarrant County (48439),129.5,136.3,132.9,6274,Mortality,4974729.0,All Races,Female,All Cancer Sites Combined,2012-2016,123.0,129.3,126.1
2373115,TX,TX: Taylor County (48441),126.6,150.2,138.0,567,Mortality,344830.0,All Races,Female,All Cancer Sites Combined,2012-2016,151.2,178.5,164.4
2374003,TX,TX: Terrell County (48443),~,~,~,~,Mortality,2104.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2374891,TX,TX: Terry County (48445),90.0,166.3,123.6,47,Mortality,30057.0,All Races,Female,All Cancer Sites Combined,2012-2016,114.9,207.9,156.4
2375779,TX,TX: Throckmorton County (48447),~,~,~,~,Mortality,4053.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2376667,TX,TX: Titus County (48449),90.7,135.8,111.6,103,Mortality,82857.0,All Races,Female,All Cancer Sites Combined,2012-2016,101.5,150.8,124.3
2377555,TX,TX: Tom Green County (48451),119.6,143.9,131.3,480,Mortality,292775.0,All Races,Female,All Cancer Sites Combined,2012-2016,149.6,179.3,163.9
2378443,TX,TX: Travis County (48453),109.9,118.9,114.4,2672,Mortality,2853625.0,All Races,Female,All Cancer Sites Combined,2012-2016,90.1,97.3,93.6
2379331,TX,TX: Trinity County (48455),133.8,203.7,165.4,107,Mortality,37218.0,All Races,Female,All Cancer Sites Combined,2012-2016,235.6,347.4,287.5
2380219,TX,TX: Tyler County (48457),111.4,167.5,136.9,111,Mortality,49391.0,All Races,Female,All Cancer Sites Combined,2012-2016,184.9,270.6,224.7
2381557,TX,TX: Upshur County (48459),126.5,168.2,146.1,207,Mortality,101432.0,All Races,Female,All Cancer Sites Combined,2012-2016,177.2,233.9,204.1
2382445,TX,TX: Upton County (48461),107.2,287.9,180.7,19,Mortality,8511.0,All Races,Female,All Cancer Sites Combined,2012-2016,134.4,348.6,223.2
2383333,TX,TX: Uvalde County (48463),117.2,169.9,141.6,125,Mortality,68466.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.0,217.5,182.6
2384221,TX,TX: Val Verde County (48465),91.8,128.3,108.9,148,Mortality,120184.0,All Races,Female,All Cancer Sites Combined,2012-2016,104.1,144.7,123.1
2385109,TX,TX: Van Zandt County (48467),109.2,141.5,124.4,256,Mortality,135110.0,All Races,Female,All Cancer Sites Combined,2012-2016,167.0,214.2,189.5
2385997,TX,TX: Victoria County (48469),131.7,161.0,145.7,406,Mortality,231805.0,All Races,Female,All Cancer Sites Combined,2012-2016,158.5,193.0,175.1
2386885,TX,TX: Walker County (48471),113.6,150.9,131.2,208,Mortality,145168.0,All Races,Female,All Cancer Sites Combined,2012-2016,124.5,164.1,143.3
2387773,TX,TX: Waller County (48473),114.6,159.3,135.6,154,Mortality,118715.0,All Races,Female,All Cancer Sites Combined,2012-2016,110.0,151.9,129.7
2388661,TX,TX: Ward County (48475),124.2,215.2,164.9,57,Mortality,28653.0,All Races,Female,All Cancer Sites Combined,2012-2016,150.7,257.7,198.9
